fg_price_low,Close,num_days_gt_50d_ma,High,num_days_gt_10d_ma,,price
168.42,170.41,15,170.66,5,,10
169.25,169.43,19,171.21,5,,0.163
169.7,170.89,10,171,1,,0.003
169.92,170.18,34,172.48,5,,6.36
169.38,170.8,0,171.2615,0,,0.0168
169.75,170.42,,171.7,,,0.0261
169.49,170.93,17,171.44,6,,0.13
170.99,172.03,24,173.32,5,,0.0004
170.3,171.06,,172.37,,,4.4
171.38,172.97,,173,,,0.03
173.95,174.23,,175.87,,,0.09
173.1732,174.33,7,175.3,1,,0.055
172.73,174.87,24,175,6,,0.842
172.92,173.15,15,174.91,7,,15.55
172.89,174.97,31,175.15,5,,13.36
173.97,175.85,,177.75,,,10.44
174.54,175.53,28,176,3,,57.78
173.94,174.52,34,175.49,4,,0.00245
172.02,172.5,26,174.44,5,,0.0001
169.5,172.91,18,173.07,4,,209.62
175.35,178.9,21,179.12,5,,0.12025
179.37,180.91,10,182.67,1,,1.00E-06
180.92,181.71,1,183.3,0,,14.07
182.56,183.73,27,184.1,5,,0.09
183.74,186.12,0,187.33,0,,15.63
185.79,188.02,0,188.39,0,,1.00E-05
185.92,186.53,28,188.99,5,,0.21
184.73,188.16,22,189.49,5,,0.0605
189.81,195.09,12,196.33,5,,0.03
190.78,191.05,24,197.69,4,,2.14
186.6,188.74,27,191.98,5,,0.0001
184.58,186.79,31,192.88,4,,0.0002
186.55,188.47,12,189.76,1,,0.00625
187.53,188.72,23,189.559,4,,4.29
188.54,189.95,33,190.08,5,,0.00025
188.38,191.24,26,191.68,4,,0.0115
191.05,194.02,0,194.46,0,,114.49
193.15,195.35,18,196.5,5,,0.0265
193.14,195.69,0,196.37,0,,75.63
195.93,197,28,197.1,4,,126.32
196.34,200.1,33,200.23,5,,215.33
199.23,199.5,27,202.85,5,,5.16
198.18,200.62,18,200.74,4,,2.26
198.4431,198.95,29,201,3,,0.0004
196.21,198.87,21,200.14,5,,0.135
198.01,199.23,20,199.85,3,,0.001
198.56,199.25,28,201.37,7,,0.025
198.61,203.13,33,203.38,5,,0.018
202.52,203.86,23,204.15,3,,33.5
202.34,204.53,27,204.94,7,,54.59
203.9,207.48,24,207.75,4,,56.45
207.05,207.16,29,208.48,5,,0.0088
205.12,205.28,2,207.76,0,,0.0174
202.12,204.3,21,205,5,,124.08
203.86,204.61,0,205.97,0,,21.77
199.11,200.67,22,203.4,5,,29.03
209.23,210.52,4,215.31,0,,64.59
208.13,209.15,28,212.65,5,,242
210.23,211.75,27,211.84,4,,0.0001
203.5,208.48,29,208.84,4,,11.13
200.825,202.86,25,207.4175,4,,0.0001
201.75,202.9,30,205.34,4,,0.03
196.66,200.72,17,201.68,2,,0.00045
192.77,197.18,25,198.85,5,,28.36
182.85,185.72,30,189.48,4,,0.2901
185.41,188.66,25,189.7,4,,57.88
186.02,190.92,21,191.75,5,,0.0023
188.84,190.08,22,192.4689,5,,0.000125
186.76,189,,190.9,,,9.58
180.2839,183.09,22,184.349,4,,14.25
184.7,186.6,24,188,3,,1.00E-06
182.55,182.78,,185.71,,,66.28
177.81,179.66,28,180.54,7,,0.0018
178.62,178.97,,182.14,,,1.00E-06
177.91,178.23,3,180.59,4,,7.25
176,177.38,,179.35,,,0.0019
176.67,178.3,3,179.23,1,,0.655
174.99,175.07,29,177.99,6,,8.72
170.27,173.3,27,177.92,6,,2.5
174.52,179.64,8,179.83,0,,0.0095
181.14,182.54,4,184.99,0,,16.71
182.1489,185.22,13,185.47,3,,3.45
185.77,190.15,33,191.92,6,,0.00355
191.62,192.58,30,195.37,4,,146.76
193.6,194.81,3,196,0,,0.01
193.385,194.19,,195.97,,,12.22
193.6,194.15,,196.79,,,1.24
190.3,192.74,5,193.5863,0,,91.34
192.17,193.89,30,194.96,4,,25.73
195.21,198.45,31,200.29,3,,0.28705
197.31,197.87,2,199.88,0,,4.24
198.03,199.46,29,200.61,3,,0.0043
198.15,198.78,,200.85,,,0.033
198.17,198.58,0,200.16,0,,0.002
195.29,195.57,21,199.26,5,,0.0001
197.35,199.8,9,200.99,2,,57.5
199.57,199.74,0,201.57,0,,23.375
197.05,197.92,13,199.495,4,,10.33
200.65,201.55,21,204.49,4,,75
201.36,202.73,3,203.1323,0,,1.4
202.6901,204.41,20,204.44,0,,22.33
202.9,204.23,26,205.08,4,,43
198.41,200.02,19,201.4,3,,1.00E-06
198.81,201.24,26,201.51,5,,27.85
201.56,203.23,28,203.73,4,,11.95
201.71,201.75,33,204.39,4,,1.00E-06
202.2,203.3,0,204,0,,1.00E-06
204,205.21,21,205.87,7,,0.45
203.5,204.5,13,206.11,5,,0.04105
203.27,203.35,,205.0915,,,4.11
203.7,205.66,27,205.88,5,,81.91
202.36,202.59,0,206.5,0,,35.83
203.61,207.22,2,207.23,0,,4.54
207.29,208.84,32,208.91,6,,225
207.17,208.67,23,209.15,2,,0.22
206.73,207.02,1,209.24,1,,17.91
207.14,207.74,3,209.73,1,,215.24
208.44,209.68,0,210.64,0,,1.06
207.31,208.78,11,210.16,1,,38.33
211.3,213.04,4,221.37,0,,0.0095
206.7435,208.43,29,218.03,0,,98.4
201.63,204.02,,206.43,,,90.38
192.58,193.34,18,198.649,7,,108.34
194.04,197,3,198.067,0,,47.05
193.82,199.04,,199.56,,,57.41
199.39,203.43,,203.53,,,13.21
199.29,200.99,25,202.76,4,,0.096
199.15,200.48,13,202.0516,5,,0.0004
200.83,208.97,25,212.14,4,,0.405
202.5869,202.75,28,206.44,7,,0.0001
199.67,201.74,8,205.14,4,,0.0001
203.84,206.5,,207.16,,,25.75
210.025,210.35,11,212.7307,2,,0.0002
210.32,210.36,18,213.35,7,,3.1
211.6032,212.64,3,213.65,4,,0.01215
210.75,212.46,24,214.435,4,,2.01
201,202.64,1,212.051,0,,0.008
205.0573,206.49,26,207.19,5,,425.28
203.53,204.16,19,208.55,5,,27.048002
203.32,205.53,1,205.72,0,,8.5
206.655,209.01,26,209.32,5,,2.49
207.2,208.74,25,210.45,7,,0.225
204.22,205.7,29,206.98,4,,36.9
207.32,209.19,23,209.48,5,,0.045
211.51,213.28,8,213.97,0,,0.0002
212.51,213.26,24,214.42,5,,5.07
211.07,214.17,0,216.44,2,,100.74
211.71,216.7,23,216.78,5,,16.78
217.73,223.59,24,223.71,3,,17.99
222.86,223.085,28,226.42,3,,0.0002
217.02,218.75,27,220.79,5,,0.0001
217.56,219.9,7,220.13,2,,0.0101
219.12,220.7,24,220.82,4,,24.76
219.44,222.77,35,222.85,5,,1.71
220.37,220.96,24,223.76,3,,0.001
217.473,217.73,,222.56,,,0.3605
217.65,218.72,22,219.84,4,,7
217.19,217.68,21,222.49,3,,0.0001
217.1402,221.03,27,221.5,6,,1.12
218.83,219.89,29,220.94,5,,5.75
217.2814,218.82,0,220.96,0,,0.00025
220.79,223.97,1,224.58,0,,0.1149
224.2,224.59,25,228.22,3,,5.37
217.93,218.96,5,223.58,2,,0.7335
215.132,220.82,5,220.96,4,,0.1525
223.89,227.01,18,227.49,4,,0.0045
225.84,227.06,8,229.93,1,,13.18
224.33,224.4,16,228.06,0,,4.56
225.64,227.03,17,227.79,5,,6.87
227.3,230.09,18,230.44,5,,0.0023
232.3075,236.21,20,237.64,4,,2.71
234.6701,235.87,23,238.1342,2,,1.41
234.88,235.32,0,237.65,0,,41.02
233.2,234.37,19,235.24,4,,115.04
233.52,235.28,24,236.15,5,,1.0799
234.29,236.41,31,237.58,2,,0.00485
237.32,240.51,27,240.99,5,,0.066
239.6218,239.96,23,242.2,5,,0.141
241.22,243.18,28,243.24,5,,0.02195
241.805,243.58,25,244.8,3,,6.16
242.88,246.58,0,246.73,0,,0.38
246.72,249.05,19,249.25,5,,5.6
242.57,243.29,0,249.75,0,,322.5
241.21,243.26,30,245.3,6,,0.002
237.26,248.76,0,249.17,0,,0.0001
249.16,255.82,0,255.93,0,,3.15
255.38,257.5,23,257.845,4,,0.1698
256.32,257.13,0,258.19,2,,88.56
255.365,257.24,23,257.49,5,,6.87
258.11,259.43,,260.35,,,3.8029
256.85,260.14,27,260.44,6,,0.00045
258.28,262.2,27,262.47,3,,0.0788
260.92,261.96,0,262.79,0,,85.65
261.07,264.47,24,264.78,5,,4.32
262.1,262.64,28,264.88,3,,1.65
263.01,265.76,20,265.78,1,,1.41
264.23,267.1,13,267.43,2,,0.00925
265.3926,266.29,30,268,5,,0.00065
260.4,263.19,23,266.083,4,,2200
261.18,262.01,4,264.005,3,,0.0016
260.84,261.78,,263.18,,,0.545
262.52,266.37,28,266.44,4,,9.46
262.5,264.29,15,267.16,1,,0.02055
265.31,267.84,0,267.98,0,,35
265.9,267.25,0,268,0,,0.0191
263.45,264.16,27,268.25,3,,1.76
256.29,259.45,29,259.53,5,,15.21
260.68,261.74,20,263.31,5,,17.85
262.73,265.58,14,265.89,4,,412.23
267.3,270.71,18,271,4,,0.7601
264.91,266.92,13,270.8,2,,0.2576
265.86,268.48,15,270.07,5,,16.13
268.5,270.77,26,271.1,3,,15.75
267.321,271.46,4,272.5599,1,,0.899
270.93,275.15,26,275.3,4,,52.82
276.98,279.86,0,280.79,0,,7.57
278.8,280.41,34,281.77,4,,0.05
279.12,279.74,20,281.9,5,,12.075
278.95,280.02,25,281.18,4,,1
278.56,279.44,13,282.65,2,,0.7024
280.3735,284,4,284.25,1,,0.0035
282.9197,284.27,23,284.89,6,,0.84
284.7,289.91,,289.98,,,0.0001
288.12,289.8,23,293.97,3,,9.37
285.22,291.52,,292.69,,,130.41
289.52,293.65,31,293.68,4,,0.0002
295.19,300.35,,300.6,,,16.95
296.5,297.43,27,300.58,4,,0.01
292.75,299.8,,299.96,,,6.84
297.48,298.39,0,300.9,0,,1.51
297.156,303.19,1,304.4399,0,,0.0005
306.2,309.63,5,310.43,0,,0.00675
308.25,310.33,19,312.67,4,,11.1
311.15,316.96,0,317.07,0,,0.807999
312.17,312.68,,317.57,,,1.14
309.55,311.34,5,315.5,1,,42.72
312.09,315.24,,315.7,,,0.0005
315,318.73,32,318.74,4,,0.04
316,316.57,8,319.02,5,,0.15
317.31,317.7,18,319.99,5,,0.1445
315.65,319.23,27,319.56,6,,10.85
317.5188,318.31,18,323.33,4,,52.1
304.88,308.95,30,311.77,5,,17.44
312.19,317.69,34,318.4,4,,20.6
321.38,324.34,33,327.85,3,,0.006
318.75,323.87,28,324.09,3,,17.62
308.29,309.51,31,322.68,4,,0.145
302.22,308.66,12,313.49,2,,103.33
313.6345,318.85,,319.64,,,10.35
318.95,321.45,20,324.76,3,,19.25
320.2648,325.21,16,325.22,3,,21.02
318,320.03,23,323.4,6,,0.10875
313.85,321.55,20,321.55,3,,0.03245
318.71,319.61,27,323.9,5,,0.0001
321.47,327.2,0,327.22,0,,0.117
323.35,324.87,28,326.22,3,,0.10565
322.85,324.95,3,325.98,0,,0.0002
314.61,319,23,319.75,5,,0.52
320,323.62,32,324.57,4,,25.77
318.21,320.3,21,324.65,4,,0.55
310.5,313.05,33,320.45,5,,199.84
289.23,298.18,20,304.18,7,,0.0002
286.13,288.08,32,302.53,5,,0.045
286.5,292.65,,297.88,,,32.67
272.96,273.52,31,286,5,,14.47
256.37,273.36,28,278.41,4,,0.0001
277.72,298.81,0,301.44,0,,1.73
293.13,302.74,,303.4,,,0.0001
291.41,292.92,29,299.55,4,,0.065
281.23,289.03,22,290.82,5,,38.59
263,266.17,25,278.09,6,,0.00105
269.37,285.34,30,286.44,6,,0.0101
271.86,275.43,8,281.22,4,,0.651
248,248.23,22,270,5,,0.064
252.95,277.97,22,279.92,2,,4
240,242.21,,259.08,,,0.33
238.4,252.86,29,257.61,5,,0.3
237.12,246.67,22,250,7,,0.0085
242.61,244.78,3,252.84,0,,0.0001
228,229.24,,251.83,,,1.52
212.61,224.37,25,228.4997,6,,77.8
234.3,246.88,2,247.69,0,,4.6
244.3,245.52,,258.25,,,1000
246.36,258.44,11,258.68,5,,28.06
247.05,247.74,31,255.87,5,,0.0011
249.4,254.81,20,255.52,7,,1.81
252,254.29,,262.49,,,3.8
239.13,240.91,26,248.72,5,,8.07
236.9,244.93,29,245.15,5,,0.0057
238.9741,241.41,3,245.7,0,,0.0001
249.38,262.47,27,263.11,5,,149.5
259,259.43,20,271.7,1,,16.77
261.23,266.07,21,267.37,5,,7.375
264.7,267.99,18,270.07,8,,0.05725
265.83,273.25,28,273.7,4,,7.20E-05
278.05,287.05,27,288.25,5,,91.1
280.63,284.43,7,286.33,0,,0.0001
282.3502,286.69,23,288.1975,5,,0.031
276.86,282.8,,286.945,,,0.002
276.85,276.93,,281.68,,,0.054
265.43,268.37,5,277.25,0,,0.05
272.2,276.1,22,277.9,4,,0.12
274.87,275.03,,281.75,,,1.00E-06
277,282.97,3,283.01,2,,2.04
279.95,283.17,,284.54,,,16.605
283.89,287.73,3,289.67,3,,12.26
286.3172,293.16,28,293.69,4,,26.35
298.87,300.63,,303.24,,,1.00E-06
301.97,303.74,23,305.17,5,,0.01525
304.29,310.13,19,310.35,4,,0.0001
307.24,315.01,0,317.05,0,,0.0026
310.91,311.41,,319.688,,,0.01
303.21,307.65,0,315.95,0,,6.87
301.53,309.54,,309.79,,,2.00E-06
300.21,307.71,23,307.9,5,,1.00E-06
310.3241,314.96,13,316.5,2,,27.27
313.01,313.14,,318.52,,,9.9
316.2,319.23,19,319.52,5,,5.25
315.87,316.85,,320.89,,,25.2001
315.35,318.89,3,319.23,1,,0.0001
316.5,316.73,34,324.24,4,,156.9
313.09,318.11,26,318.71,4,,14.17
315.63,318.25,32,323.44,4,,0.0635
316.47,317.94,28,321.15,4,,26.79
317.21,321.85,,322.35,,,0.01815
318.93,323.34,11,323.44,0,,22.8
322.3,325.12,0,326.2,0,,15.55
320.78,322.32,25,325.62,5,,1.00E-06
323.23,331.5,27,331.75,4,,16.37
327.32,333.46,22,333.6,6,,0.001
346.09,352.84,25,354.77,5,,19.7
335.48,335.9,29,351.06,4,,129.33
334.2233,338.8,24,347.8,1,,0.4
332.58,342.99,27,345.68,3,,42.48
344.72,352.08,30,353.2,5,,0.00225
351.09,351.59,28,355.4,2,,0.0221
345.15,349.72,,356.56,,,1
358.52,360.06,25,368.79,4,,0.122
353.02,353.63,30,365.32,5,,64.98
363.64,364.11,26,370.47,4,,0.0001
369.87,373.85,5,375.78,0,,79
372.23,372.69,3,378.62,2,,0.03
378.69,382.73,22,385.27,2,,0.00025
378.8207,383.68,,383.92,,,13.1305
381.03,381.91,14,399.82,2,,50.53
375.51,388.23,0,389.02,0,,30.25
385.96,390.9,0,396.99,0,,0.0001
383.62,386.09,37,389.62,9,,5.74
383.36,385.31,4,388.59,1,,8.14
384.25,393.43,16,394,4,,0.035
386.97,388,21,397,5,,0.7
386.41,389.09,22,391.9,4,,0.0012
368.039,371.38,21,388.31,7,,50.84
356.58,370.46,50,371.88,10,,0.05
373.92,379.24,2,379.62,0,,0.01375
372.99,373.01,18,378.1986,3,,4.75
374.85,380.16,,380.92,,,0.0001
375.07,384.76,25,385.19,6,,218.25
403.3,425.04,8,425.66,2,,10.35
431.57,435.75,27,446.5457,3,,27.93
433.55,438.66,27,443.16,5,,0.0865
435.59,440.25,24,441.57,5,,7.495
439.19,455.61,34,457.65,5,,0.686
441.17,444.45,21,454.7,4,,0.0001
440,450.91,30,455.1,5,,0.002
436.4267,437.5,27,449.93,5,,18.37
441.19,452.04,,453.1,,,0.1145
455.71,460.04,27,464.17,5,,0.0001
452.18,459.63,34,460,6,,0.02628
455.8501,458.43,25,464.35,6,,0.5
456.03,462.25,4,464,0,,77.005
462.44,462.83,27,468.65,4,,29
462.9335,473.1,,473.568,,,14.125
477,497.48,0,499.472,0,,10.41
495.745,503.43,31,515.14,0,,0.2376
492.21,499.3,22,500.7172,4,,2.63
500.33,506.09,,507.97,,,0.0003
495.33,500.04,13,509.94,7,,2.405
498.31,499.23,0,505.77,0,,61.3
126,129.04,14,131,7,,3.4618
130.53,134.18,30,134.8,3,,0.234
127,131.4,19,137.98,5,,4.75
120.5,120.88,13,128.84,2,,0.068
112.68,112.82,12,118.99,4,,0.0001
115.26,117.32,0,119.14,0,,2.57
112.5,113.49,28,120.5,5,,19.14
110,112,24,115.23,4,,1.27
112.8,115.355,32,115.93,4,,0.0001
108.71,110.34,22,112.2,4,,0.0424
106.09,106.84,25,110.88,2,,0.091
103.1,110.08,17,110.19,2,,25.11
109.16,111.81,24,112.86,5,,0.00165
106.77,107.12,27,112.11,5,,67.71
75.2,77.3,29,85,4,,0.025
73.6,76.2,5,77,0,,0.35
73.01,74.439995,31,75.6,6,,0.1387
68.4,71.3,3,73.08,1,,0.009
67.901,68.399,26,73.284996,5,,8.4
64.6,77.2,20,83.100006,4,,3.25
71,72.5,33,82.200005,6,,19.52
72.5,74,19,74.28,5,,0.0001
72.7,77.5,2,78.6,0,,0.97
76,79,3,79,2,,0.0088
76.6,80.100006,,82.32001,,,1.52
64,68.701004,27,77.8,4,,78.12
60.9,62.5,26,71.3,6,,1.47
63,65,23,67.600006,2,,10.655
63.699997,65,26,66.5,5,,0.06
62.340004,64.4,16,64.899994,5,,0.00225
61.5,62.698997,11,65,2,,0.37
54.2,56.399998,4,62.399998,1,,0.1
53,53.899998,31,62.600002,4,,1.2
50.2,52.1,21,61,4,,65.57
50.103,54,20,54,1,,0.2507
49.5,51.5,26,58.5,6,,0.095
49,49,,51.300003,,,12.05
49,49.899998,,50.899002,,,0.083
49.4,53.501,0,56,0,,0.0033
52.3,52.5,28,57.199,4,,4.14
50,53.5,7,55.9,3,,18.55
51.6,59.5,27,59.5,5,,0.01165
55.5,59,,61.399998,,,0.00105
57.5,58.1,2,59,0,,0.04
58,61,0,61,0,,0.0001
61.100002,76,8,77.5,0,,0.0055
75.05,79.8,26,85,3,,3.3
82.399994,82.399994,26,112.9,5,,0.096
74.5,78,27,85.71999,4,,0.859
76,79.4,30,79.899994,5,,0.011
76.1,77.899,26,81,7,,0.175
73.8,75.8,21,79.499,5,,0.01225
67.3,70.899,28,75.100006,5,,0.012
67.600006,68.229996,23,71.778,7,,0.0027
68.200005,70.5,21,74.5,5,,0.04
69.4,73,25,73.999,5,,2.35
60,61.100002,22,66,5,,5.94
58,59,4,61.991,2,,0.00095
58.1,60.6,3,65.3,3,,3.58
60.100002,60.6,12,62.3,5,,82.59
60.5,61.199997,22,65.8,6,,39.14
60.100998,61.5,0,63,0,,0.014
60.8,61,19,62,2,,67.12
60.2,61.8,,62.399998,,,57.06
59.5,61.100002,23,62.499,5,,2.2784977
60.2,61.481,26,62,6,,0.87
59.2,59.5,0,61.100002,0,,45.78
59.1,59.4,7,60.8,3,,74.34
58.5,58.800003,4,59.301,2,,0.0001
58,58.1,25,60.5,3,,1.24
57,61.9,,63.987003,,,77.16
60.308,61.300003,18,62,7,,16.39
60.4,61,17,62.399998,2,,0.011
60,62,26,62,4,,0.0003
61,61,25,63,5,,2.11
61,62.299,,63.800003,,,0.0054
59.2,60.100002,16,61.929,6,,0.0005
59,61.8,29,62,5,,0.1847
62.399998,66.5,12,68.4,6,,35.94
66.5,67.7,14,70.8,6,,3.91
65,65.85,,69,,,0.0019
65.100006,65.5,21,66.7,5,,0.012
67,67.75,26,68.82,4,,0.0013
67.5,69.2,27,69.5,5,,1.5
65.100006,65.2,,72.600006,,,18.81
64.8,65.5,24,67.25,5,,323.28
65.5,65.9,25,67.5,5,,42.16
64.6,67.2,16,67.2,1,,0.0395
66,66.9,32,67.5,6,,27.88
64.899994,65.999,,66.7,,,15.79
64.6,65.100006,21,66.799995,4,,0.06
63.899998,65,32,66.3,4,,0.001
63.899998,66,0,66,0,,0.045
64,64.5,30,65.988,4,,0.0338
62.1,62.800003,10,64.02,3,,0.0002
60.6,62.3,22,62.3,5,,2.24
59.6,59.8,10,63.5,1,,0.2017
59.4,59.5,26,61,6,,27.5
59.2,59.8,6,60.5,3,,0.0036
59.2,59.2,14,60,6,,18.32
58.1,58.55,6,59.8,3,,3.03
57.9,58,,58.600002,,,0.0001
57.199997,57.199997,29,58.699997,4,,0.06
54.1,56.399998,21,57.5,6,,11.93
55,55.100002,1,56.300003,0,,5.77
55,59.6,19,59.899998,4,,15.5
58.600002,61.399998,12,61.399998,0,,26.63
59,59.999,0,61.6,0,,10.4
59.5,60.92,28,61.5,3,,18.24
59.5,61,26,61,5,,760.13
59.6,60.219997,0,60.9,0,,0.0024
59.2,60,19,60.296997,4,,51.33
59.1,60,13,60.18,0,,12.93
59.3,59.5,,60.5,,,1.00E-06
58.600002,58.699997,25,59.899002,6,,0.02
58.5,59.8,,59.899998,,,0.01
59.5,59.981,25,60,7,,0.004
59.5,60.9,3,61.5,0,,0.074
60,60.8,7,61.5,1,,21.25
59.6,61,1,61.5,0,,0.0015
60,61,17,61.5,4,,0.00557
60.9,78.200005,19,82.9,5,,7000
69.5,70.9,21,79.4,4,,0.013
70.100006,70.5,,76,,,0.0007
69.1,74.5,1,75.8,0,,56.06
74.8,75.935,23,78.9,5,,210.28
75.3,76,24,85.5,4,,8.2
71,73.3,0,78.9,0,,0.0009
67,68.5,,74.001,,,9.52
67,68.6,0,71.4,0,,0.01305
68.1,72,23,72.8,5,,2.21
70.3,75.599,7,75.6,2,,0.01525
72,72.5,22,77.5,6,,0.0001
77,80.100006,16,89.5,5,,83.55
74.5,77.1,28,82.399994,5,,6.06
74.7,75.9,,78.1,,,11.02
76.7,78,,81.1,,,3.88
79.1,81.6,0,82.700005,0,,18.29
72.5,74.401,25,78.3,5,,2.3
70,73,24,74.2,4,,0.15
72,72.5,,75,,,80.56
72.2,73.5,26,74.2,6,,2.47
72,73.1,,73.5,,,0.0012
72,72.7,3,73.501,0,,0.035
72.5,72.5,28,73.3,4,,161.5
71.11,72.2,24,73.5,0,,10.51
72,72,,72.5,,,0.0019
72.1,73.200005,2,74.6,0,,0.0002
72,72.3,,73.5,,,0.001
71.2,71.2,0,74.299995,0,,0.121
70.3,71,0,72,0,,0.011
70.6,70.700005,5,71.5,1,,0.0016
70.4,71.3,7,72,2,,37.01
71.1,71.9,0,72,0,,0.82
70.3,71.1,,72,,,18.9973
70.8,71.9,34,72.399994,5,,0.0001
69.899994,70.8,8,73.9,0,,0.0008
70,72.399994,30,72.399994,4,,37.17
70,70.5,20,73.5,1,,15
70.2,70.6,0,71.6,0,,0.0002
70.5,72.2,3,72.2,3,,6.12
60.6,64.5,19,72.1,5,,200.79
60.8,62.3,2,64.299995,0,,12.33
57.5,62.399998,,62.7,,,0.00135
56.9,57.1,2,62.399998,0,,0.0212
58.1,59.4,0,61.9,0,,18.53
58.600002,63.4,28,64.299995,4,,107.89
59,62.3,,75,,,2.59
61,64.2,,64.2,,,0.04335
60.6,63,27,63.3,5,,4.65
60.100002,62.3,2,62.800003,1,,5.08
60.100002,62.499,14,63.2,3,,0.00265
60.100002,60.7,16,62.3,2,,5.42
55.100002,55.7,,60.7,,,0.0016
54.1,57.5,24,59.489998,6,,1.00E-06
55.100002,55.8,22,58.915,4,,0.0045
53.3,54,13,55.7,3,,0.331
54.109997,54.2,28,56.45,5,,0.05605
54.6,55.9,3,56,0,,0.05
54.996,55.2,10,55.5,0,,0.075
54.3,55.2,26,55.804,4,,0.0002
55.100002,56.8,,57.3,,,0.01175
56.300003,56.8,27,57.899,3,,50.05
54.699997,54.8,33,56.9,4,,0.0004
53.1,54,30,54.501,5,,13.54
53.600002,54,34,54.198997,4,,4.2555556
54,54,0,55.7,0,,0.0165
54.285004,56.199997,22,56.199997,5,,0.0036
55.8,59.6,5,59.899998,0,,1.61
58,59.4,1,61.9,0,,102.03
59.4,60.6,26,61.165,6,,25.66
59.2,60.079998,28,60.993,4,,0.011
59.2,59.780003,28,59.899998,4,,7.9
59.4,59.899998,1,60,0,,98.53
58,58.5,,61.5,,,8.46
55.6,56.7,24,59.499,5,,0.028
53.800003,55.7,25,56.7,4,,121.63
54.93,55.4,,56.199997,,,2.04
49.899998,51.5,17,54.5,5,,0.00825
51.300003,51.7,20,53.685,5,,0.0004
50.5,51.7,32,52.199997,6,,0.0002
49.899998,50.8,,53.5,,,0.061
47.5,49.3,25,53,3,,38.15
48.2,48.481003,24,50.8,6,,40.26
48.699997,49.5,4,51.5,0,,0.00515
47.399998,48.010002,0,49.5,0,,0.0051
47.1,47.1,6,48.5,1,,0.0099
47,47.1,20,48.800003,5,,125.73
47.399998,47.7,4,49.899998,4,,22.25
45.11,46,,49.6,,,1.52
45.300003,46.5,8,47.800003,1,,0.02555
46.5,47.199997,10,47.399998,3,,0.02225
46.199997,46.199997,20,48.4,4,,38.64
45.5,46,1,46.5,0,,2.36
45.6,47.299,31,47.399998,5,,0.25
47,51.7,7,52.3,0,,12.41
51.6,52.5,29,52.5,4,,26.61
50,51.5,0,52.199997,0,,0.0097
51.399998,52.5,0,52.5,2,,0.857799
52.1,52.9,,53.399002,,,0.0013
51.6,52.5,31,53,8,,5.27
52.5,53,21,53.4,10,,8.5
52.034996,52.600002,22,52.690002,3,,4.69
52.600002,53,,53.5,,,1.16
53.1,54.5,,54.5,,,24.85
54.699997,56,28,56.5,5,,65.46
51.7,56.300003,28,57.5,4,,2.16
53.68,56.300003,14,56.5,4,,50.82
55.492,56.5,28,57,5,,8.25
55.2,55.5,1,56.6,2,,6.0000005
52.800003,53.1,27,55.2,6,,0.0001
52.3,53.2,5,53.5,0,,0.0001
51.117,51.7,22,52.989998,4,,12.16
49.699997,51.6,31,52.9,3,,0.0001
51.6,52.600002,16,54.1,1,,0.0004
52.5,55.734,,56,,,0.1075
54.8,56.420002,32,57.399998,4,,34.71
48.3,50.28,24,52.800003,3,,0.0001
45.300003,45.6,13,50.9,0,,0.126
44.07,45.7,25,45.7,3,,0.01
40.8,40.9,22,45.300003,4,,0.0001
39.9,39.9,21,41.399998,0,,0.00115
37.9,38.3,19,40.300003,6,,79.82
35.899998,35.999,20,38.9,6,,32.74
35,35.899998,24,36.4,5,,0.0001
35.7,36.199997,,37.5,,,0.0001
36.428,38.5,7,38.5,6,,0.55
33.9,37,,38.5,,,1.00E-05
35.899998,35.899998,20,37.9,5,,0.0006
34,34.7,4,36.9,1,,1.725
34.3,34.7,24,35,5,,101.95
34,34,,35.6,,,0.0037
33.399998,35.3,,35.5,,,35.76
34.2,36.1,26,36.781002,5,,0.0031
34.100002,35.5,14,37.2,5,,1.25
33.9,35.4,,35.7,,,35.025
35,35.2,24,36.300003,5,,0.0665
34.8,35.899998,20,35.899998,4,,0.4
39.9,44,30,49.8,5,,24.45
40,41.6,10,45.8,4,,0.8249
38.3,40.2,29,41,4,,0.0022
38.2,39.5,,40.5,,,0.007405
38.800003,38.800003,29,39.9,1,,65.97
39.2,39.8,27,41.7,3,,0.0007
39.7,40.198997,,40.9,,,1.5
39.100002,39.8,,42,,,0.00405
38.399998,39,,39.8,,,86.32
37.5,39.100002,26,39.5,2,,10.455
38.5,39,20,39.592,4,,90.52
37.7,38.199,5,38.699997,1,,91.69
37.5,38.2,28,38.2,3,,1.00E-06
37.3,37.9,,37.901,,,40.34
37.5,39.86,2,40.8,0,,0.0545
39,39.9,29,40.5,2,,72.03
39.5,41,,41,,,0.61
38.5,39.3,21,41.5,1,,106.99
39.8,40.8,19,40.9,4,,0.0001
42.5,43.699997,2,48,0,,0.0024
41.9,43.14,7,45.9,1,,122
42.5,42.7,22,43.899998,4,,4.16
42.199997,42.199997,17,43.899998,4,,4.02
41.6,43,0,43,0,,38.24
43,44.2,15,44.4,4,,3.92
44,45.219,14,46.5,5,,3.12
44.035,44.6,9,45.2,3,,0.8624
43.800003,44.2,21,45,4,,5.181
43.600002,43.600002,27,45.6,6,,0.038
43.2,45.5,21,45.5,5,,5.03
43.800003,45.6,0,46.199997,0,,0.007
43.600002,44.3,18,46.100002,5,,6.66
42.495,43.4,2,44.3,1,,36.125
